id,IATA,en-GB,latitude,longitude,vibes,country
128668243,AAA,Anaa,-17.35542961176671,-145.50941496626925,,France
129052440,AAB,Arrabury,-26.7,141.041667,,Australia
154088928,AAD,Adado,6.095833,46.6375,,Somalia
128667593,AAE,Annaba,36.821667,7.81,,Algeria
129057725,AAF,Apalachicola,29.72938,-85.0288,,United States
129053851,AAG,Arapoti,-24.103611,-49.79,,Brazil
129057414,AAH,Aachen / Merzbruck,50.75,6.133333,,Germany
129052979,AAI,Arraias,-12.916667,-46.933333,,Brazil
129056817,AAJ,Awaradam,3.9,-55.366667,,Suriname
129054485,AAK,Aranuka,0.166667,173.583333,,Kiribati
95673990,AAL,Aalborg,57.093056,9.85,,Denmark
129055248,AAM,Mala Mala,-24.8,31.533333,,South Africa
128667537,AAN,Al Ain,24.25,55.75,,United Arab Emirates
129056450,AAO,Anaco,9.431944,-64.463889,,Venezuela
200615313,AAP,AP Tumenggung Pranoto,-0.373611,117.255556,,Indonesia
114117387,AAQ,Anapa,45.002097,37.347272,,Russia
95673987,AAR,Aarhus,56.310278,10.618056,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Denmark
129053028,AAS,Apalapsili,-3.916667,139.25,,Indonesia
128668242,AAT,Altay,47.75223,88.08738,,China
129056449,AAU,Asau,-13.458333,-172.6,,Samoa
129052414,AAV,Alah,6.333333,124.766667,,Philippines
129054813,AAW,Abbottabad,34.2,73.25,,Pakistan
95673908,AAX,Araxa,-19.568056,-46.929167,,Brazil
128668193,AAY,Al Ghaydah,16.2,52.183333,,Yemen
129057724,AAZ,Quetzaltenango,14.865556,-91.501944,,Guatemala
128668315,ABA,Abakan,53.716667,91.5,,Russia
128668194,ABB,Asaba International,6.195168,6.729126,,Nigeria
129057413,ABC,Albacete,38.948333,-1.863333,,Spain
128668050,ABD,Abadan,30.366667,48.233333,,Iran
95566291,ABE,Allentown,40.654722,-75.438333,,United States
129052978,ABF,Abaiang,1.799150274715055,173.03934681636522,,Kiribati
129056816,ABG,Abingdon,-17.666667,143.2,,Australia
129054484,ABH,Alpha,-23.65,146.633333,,Australia
95674197,ABI,Abilene Municipal,32.409444,-99.679722,,United States
99539624,ABJ,Abidjan,5.256389,-3.926944,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Côte d'Ivoire
129053027,ABK,Kabri Dar,6.733889,44.266111,,Ethiopia
128668475,ABL,Ambler,67.0875,-157.845833,,United States
128668196,ABM,Bamaga,-10.866667,142.4,,Australia
129056448,ABN,Albina,5.5,-54.083333,,Suriname
129055247,ABO,Aboisso,5.433333,-3.216667,,Côte d'Ivoire
129052413,ABP,Atkamba,-6.066667,141.1,,Papua New Guinea
128667331,ABQ,Albuquerque,35.042084,-106.609268,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",United States
128668197,ABR,Aberdeen,45.4525,-98.426111,,United States
128667592,ABS,Abu Simbel,22.372222,31.615278,,Egypt
128667536,ABT,Al-Baha,20.296111,41.634167,,Saudi Arabia
128668474,ABU,Atambua,-9.133333,124.883333,,Indonesia
128668198,ABV,Abuja,9.0,7.266667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Nigeria
129055881,ABW,Abau,-10.183333,148.7,,Papua New Guinea
128668314,ABX,Albury,-36.068333,146.976667,,Australia
95674281,ABY,Albany Dougherty County,31.532222,-84.196111,,United States
95674056,ABZ,Aberdeen,57.204167,-2.198056,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",United Kingdom
95673649,ACA,Acapulco,16.755556,-99.766944,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Mexico
129054812,ACB,Bellaire,44.983333,-85.216667,,United States
128667421,ACC,Accra,5.595278,-0.170833,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",Ghana
128668049,ACD,Acandi,8.516667,-77.3,,Colombia
95673311,ACE,Lanzarote,28.9502502,-13.6057447,,Spain
216756567,ACF,Alaer Talimu,40.43,81.27,,China
128668188,ACH,St Gallen Altenrhein,47.4833,9.5667,,Switzerland
128668200,ACI,Alderney,49.706944,-2.215278,,Guernsey
129057412,ACJ,Anuradhapura,8.35,80.383333,,Sri Lanka
95674068,ACK,Nantucket,41.256667,-70.059722,,United States
129052977,ACL,Aguaclara,4.75,-73.0,,Colombia
129055882,ACM,Arica,-2.0,-71.833333,,Colombia
129053849,ACN,Ciudad Acuna,29.3329,-101.099,,Mexico
218378907,ACO,Cobano,9.691961823199776,-85.09660829022813,,Costa Rica
128667330,ACP,Sahand,37.354444,46.149722,,Iran
128668201,ACR,Araracuara,-0.601104,-72.398014,,Colombia
129054981,ACS,Achinsk,56.266667,90.566667,,Russia
95674183,ACT,Waco Municipal,31.607778,-97.230278,,United States
129052987,ACU,Achutupo,9.190904,-77.993778,,Panama
128667591,ACV,Arcata,40.979167,-124.1075,,United States
128668202,ACX,Xingyi,25.085556,104.959444,,China
104120227,ACY,Atlantic City International,39.45,-74.583333,,United States
128668473,ACZ,Zabol,31.085833,61.535,,Iran
128667332,ADA,Adana,36.983611,35.280833,,Turkey
95673399,ADB,Izmir,38.283333,27.15,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}",Turkey
129054483,ADC,Andakombe,-7.133333,145.733333,,Papua New Guinea
128668203,ADD,Addis Ababa,8.977778,38.798056,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}",Ethiopia
95673713,ADE,Aden,12.827778,45.030556,,Yemen
128668313,ADF,Adiyaman,37.731369,38.468936,,Turkey
129055246,ADG,Adrian,41.86921,-84.07467,,United States
129055890,ADH,Aldan,58.6,125.4,,Russia
129053026,ADI,Arandis,-22.4,15.0,,Namibia
129051955,ADJ,Amman Civil - Marka,31.95,35.983333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",Jordan
128668204,ADK,Adak Island,51.882778,-176.644722,,United States
104120231,ADL,Adelaide,-34.948333,138.534722,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}",Australia
129056447,ADM,Ardmore Municipal Arpt,34.303056,-97.019444,,United States
129052412,ADN,Andes,5.666667,-75.933333,,Colombia
129054811,ADO,Andamooka,-31.016667,137.15,,Australia
136218710,ADP,Gal Oya,7.336944,81.630278,,Sri Lanka
128668048,ADQ,Kodiak,57.754167,-152.483333,,United States
129057723,ADR,Andrews,33.45,-79.566667,,United States
129057411,ADT,Ada,34.8,-96.666667,,United States
128668205,ADU,Ardabil,38.25,48.3,,Iran
129055880,ADV,Andover,51.216667,-1.466667,,United Kingdom
129053431,ADW,Camp Springs Andrews AFB,38.816667,-76.866667,,United States
129056814,ADY,Alldays,-22.666667,29.05,,South Africa
128668187,ADZ,San Andres Island,12.583333,-81.7,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Colombia
129054482,AEA,Abemama,0.483333,173.85,,Kiribati
128668206,AEB,Baise,23.7172,106.9506,,China
129055245,AED,Aleneva,58.033333,-152.9,,United States
128667329,AEG,Aek Godang,1.400235,99.430276,,Indonesia
129053025,AEH,Abeche,13.851389,20.850833,,Chad
129056446,AEI,Algeciras,36.183333,-5.45,,Spain
129052411,AEJ,Ahmed Al Jaber,38.823848,-106.125993,,United States
129053850,AEK,Aseki,-7.366667,146.283333,,Papua New Guinea
129055879,AEL,Albert Lea,43.68135,-93.36743,,United States
160928620,AEM,Amgu,45.841667,137.678333,,Russia
129054810,AEO,Aioun El Atrouss,16.709167,-9.635556,,Mauritania
128668190,AEP,Buenos Aires Jorge Newbery,-34.558889,-58.415833,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",Argentina
114095908,AER,Sochi,43.45,39.9333,,Russia
128667590,AES,Aalesund Vigra,62.5625,6.105278,,Norway
128668208,AET,Allakaket,66.561667,-152.658333,,United States
129057722,AEU,Abu Musa,25.8875,55.041667,,Iran
95674403,AEX,Alexandria Internation,31.333333,-92.55,,United States
104120368,AEY,Akureyri,65.666667,-18.166667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Iceland
128668472,AFA,San Rafael,-34.589167,-68.400556,,Argentina
129057410,AFD,Port Alfred,-33.583333,26.883333,,South Africa
129052975,AFF,Colorado Springs USAF Academy,38.833333,-104.7,,United States
129056813,AFI,Amalfi,6.916667,-75.066667,,Colombia
128668210,AFL,Alta Floresta,-10.0,-56.0,,Brazil
129054481,AFN,Jaffrey,42.833333,-72.066667,,United States
129055244,AFO,Afton,42.7001,-110.943031,,United States
129053847,AFR,Afore,-9.133333,148.383333,,Papua New Guinea
128668211,AFS,Zarafshan,41.6136,64.2331,,Uzbekistan
129054985,AFT,Afutara,-9.2,160.85,,Solomon Islands
129056445,AFW,Dallas Fort Worth Alliance,32.986667,-97.316667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",United States
129052410,AFY,Afyon,38.733333,30.6,,Turkey
128668186,AFZ,Sabzevar,36.168056,57.595278,,Iran
95673640,AGA,Agadir,30.325619,-9.412708,,Morocco
129051954,AGB,Augsburg,48.425278,10.931667,,Germany
129055878,AGC,Pittsburgh Allegheny County,40.354722,-79.93,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",United States
129054809,AGD,Anggi,-1.383333,133.866667,,Indonesia
129057721,AGE,Wangerooge,53.783333,7.916667,,Germany
128668212,AGF,Agen,44.173611,0.598611,,France
129053846,AGG,Angoram,-4.168611,144.073889,,Papua New Guinea
95673521,AGH,Angelholm Helsingborg,56.293056,12.8625,,Sweden
129057409,AGI,Wageningen,5.833333,-56.833333,,Suriname
129052974,AGJ,Aguni,26.589722,127.238056,,Japan
129056812,AGK,Kagua,-6.403333,143.846667,,Papua New Guinea
129054480,AGL,Wanigela,-9.340278,149.155278,,Papua New Guinea
128667328,AGM,Tasiilaq,65.6,-37.683333,,Greenland
128668213,AGN,Angoon,57.503889,-134.583333,,United States
129053023,AGO,Magnolia,33.22791,-93.21683,,United States
95565095,AGP,Malaga,36.6765707,-4.4940091,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}",Spain
129056444,AGQ,Agrinion,38.604167,21.351944,,Greece
95673463,AGR,Agra,27.158333,77.962778,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}",India
95674191,AGS,Augusta Bush Field,33.366389,-81.966944,,United States
128668214,AGT,Ciudad del Este,-25.461415,-54.843611,,Paraguay
95673515,AGU,Aguascalientes,21.7,-102.316667,,Mexico
129052409,AGV,Acarigua,9.552222,-69.233333,,Venezuela
129055877,AGW,Agnew,-12.15,142.15,,Australia
128668471,AGX,Agatti Island,10.828351031747044,72.17931386441794,,India
129057720,AGZ,Aggeneys,-29.28191,18.81366,,South Africa
222500228,AHA,Maa Mahamaya,22.995216477055823,83.20084286023938,,India
128668215,AHB,Abha,18.233333,42.65,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}",Saudi Arabia
129057408,AHC,Herlong,40.15,-120.133333,,United States
129052973,AHD,Ardmore Downtown,34.166667,-97.133333,,United States
128668311,AHE,Ahe,-14.428056,-146.256944,,France
129056811,AHF,Arapahoe,40.3,-99.9,,United States
129054479,AHH,Amery,45.28107,-92.37519,,United States
129055242,AHI,Amahai,-3.333333,128.916667,,Indonesia
140000526,AHJ,Aba/Hongyuan,32.529167,102.356944,,China
129053022,AHL,Aishalton,2.483333,-59.316667,,Guyana
156398376,AHM,Ashland (Oregon),42.189404,-122.65686,,United States
95674395,AHN,Athens Ben Epps,33.9483,-83.3269,,United States
95674177,AHO,Alghero Sardinia,40.630556,8.288889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Italy
129056443,AHS,Ahuas,15.441667,-84.425,,Honduras
129056808,AHT,Amchitka,51.5,179.0,,United States
128668046,AHU,Al Hoceima Charif Idr,35.179722,-3.836944,,Morocco
129055876,AHY,Ambatolahy,-20.016667,45.533333,,Madagascar
129054807,AHZ,Alpe D'Huez,45.083333,6.083333,,France
128668047,AIA,Alliance,42.050567,-102.806625,,United States
129057719,AIB,Anita Bay,56.233333,-132.383333,,United States
129052408,AIC,Ailinglapalap,7.278821,168.825497,,Marshall Islands
129053796,AID,Anderson,40.166667,-85.683333,,United States
129057407,AIE,Aiome,-5.166667,144.666667,,Papua New Guinea
129052972,AIF,Assis,-22.666667,-50.416667,,Brazil
129056810,AIG,Yalinga,6.516667,23.25,,Central African Republic
129054478,AIH,Aiambak,-7.348611,141.266389,,Papua New Guinea
129055241,AII,Alisabieh,11.15,42.716667,,Djibouti
129053021,AIK,Aiken,33.64931,-81.68427,,United States
129056442,AIL,Ailigandi,9.25,-78.083333,,Panama
129052407,AIM,Ailuk Island,10.2,169.983333,,Marshall Islands
128667589,AIN,Wainwright,70.633333,-160.033333,,United States
129055875,AIO,Atlantic,41.4,-95.016667,,United States
179044476,AIP,Adampur,31.433056,75.760556,,India
129057718,AIR,Aripuana,-10.25,-59.383333,,Brazil
129053795,AIS,Arorae Island,-2.65,176.833333,,Kiribati
128668185,AIT,Aitutaki,-18.828377800837607,-159.7673211074827,,Cook Islands
128668218,AIU,Enua,-19.96748366867277,-158.12133562774994,,Cook Islands
129057406,AIV,Aliceville,33.133333,-88.15,,United States
129052971,AIW,Ai-Ais,-27.983333,17.583333,,Namibia
218437830,AIY,Araçuaí,-16.851020190604913,-42.04643863068214,,Brazil
129056809,AIZ,Kaiser / Lake Ozark,38.098333,-92.547222,,United States
95674358,AJA,Ajaccio,41.924167,8.803056,,France
128667327,AJF,Jouf,29.78513,40.10001,,Saudi Arabia
128668219,AJI,Agri,39.65,43.025,,Turkey
129054477,AJJ,Akjoujt,19.730556,-14.374444,,Mauritania
129055240,AJK,Araak,34.133333,49.833333,,Iran
128668124,AJL,Aizawl,23.75,92.75,,India
129054662,AJN,Ouani,-12.131051438214678,44.43007186501264,,Comoros
129053020,AJO,Aljouf,15.716667,44.25,,Yemen
95674401,AJR,Arvidsjaur,65.591389,19.285556,,Sweden
129056441,AJS,Abreojos,26.833333,-113.666667,,Mexico
95673748,AJU,Aracaju,-10.983333,-37.05,,Brazil
129052406,AJY,Agades,16.964167,7.993056,,Niger
129055874,AKA,Ankang,32.708354,108.935409,,China
128668195,AKB,Atka,52.217222,-174.200833,,United States
129054805,AKC,Akron International,41.04,-81.467778,,United States
129057717,AKD,Akola,20.666667,77.083333,,India
129053794,AKE,Akieni,-1.172222,13.916667,,Gabon
128668312,AKF,Kufrah,24.2,23.333333,,Libya
129057405,AKG,Anguganak,-3.633333,142.016667,,Papua New Guinea
129052970,AKH,Al Kharj,24.063333,47.580556,,Saudi Arabia
128668220,AKI,Akiak,60.905556,-161.223333,,United States
128668470,AKJ,Asahikawa,43.666667,142.45,,Japan
129057421,AKK,Akhiok,56.944444,-154.166667,,United States
95673805,AKL,Auckland International,-37.0089158,174.7862589,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}",New Zealand
129055239,AKM,Zakouma,10.883333,19.816667,,Chad
128668221,AKN,King Salmon,58.668611,-156.635556,,United States
129056440,AKO,Akron,40.166667,-103.216667,,United States
128668310,AKP,Anaktuvuk,68.1375,-151.74,,United States
129052405,AKQ,Astraksetra,-4.616667,105.233333,,Indonesia
129055873,AKR,Akure,7.24674,5.30101,,Nigeria
128668222,AKS,Auki,-8.697778,160.680833,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}",Solomon Islands
129054804,AKT,Akrotiri,34.583333,32.983333,,Cyprus
128668209,AKU,Aksu,41.166667,80.333333,,China
128668223,AKV,Akulivik,60.81861,-78.14861,,Canada
129057716,AKW,Aghajari,30.75,49.683333,,Iran
128668184,AKX,Aktobe,50.25,57.216667,,Kazakhstan
128668224,AKY,Sittwe,20.130278,92.880278,,Myanmar
114115878,ALA,Almaty,43.35,77.033333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}",Kazakhstan
95674229,ALB,Albany,42.745833,-73.805278,,United States
95565083,ALC,Alicante,38.2854661,-0.5600024,,Spain
129053793,ALD,Alerta,-11.65047,-69.22897,,Peru
129057404,ALE,Alpine,30.38405,-103.68351,,United States
128667326,ALF,Alta,69.979019,23.354187,,Norway
95673422,ALG,Algiers,36.693333,3.217222,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",Algeria
128668244,ALH,Albany,-34.945,117.805833,,Australia
129054476,ALI,Alice,27.74114,-98.02722,,United States
129052969,ALJ,Alexander Bay,-28.575,16.53333,,South Africa
129057294,ALK,Asela,7.966667,39.116667,,Ethiopia
129057420,ALL,Albenga,44.05,8.216667,,Italy
129054475,ALM,Alamogordo Municipal,32.845833,-105.985278,,United States
129053019,ALN,Alton,38.891667,-90.048333,,United States
95674175,ALO,Waterloo,42.556111,-92.399722,,United States
128668123,ALP,Aleppo,36.180833,37.226667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}",Syria
129055238,ALQ,Alegrete,-29.799722,-55.763333,,Brazil
129053018,ALR,Alexandra,-45.213889,169.369444,,New Zealand
128668245,ALS,Alamosa,37.436975,-105.865288,,United States
129056439,ALT,Alenquer,-1.933333,-54.766667,,Brazil
129053430,ALU,Alula,11.966667,50.8,,Somalia
95674325,ALW,Walla Walla,46.094722,-118.291111,,United States
129055872,ALX,Alexander City,32.933333,-85.95,,United States
129056822,ALY,Alexandria El Nohza,31.183903,29.948889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}",Egypt
128668469,ALZ,Alitak,56.895833,-154.245833,,United States
95674058,AMA,Amarillo International,35.221082,-101.705589,,United States
129057715,AMB,Ambilobe,-13.183333,48.983333,,Madagascar
129053792,AMC,Am Timan,11.033333,20.283333,,Chad
95673366,AMD,Ahmedabad,23.066389,72.624167,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",India
129057403,AME,Alto Molocue,-15.833333,37.583333,,Mozambique
129054803,AMF,Ama,-4.166667,141.666667,,Papua New Guinea
129053015,AMG,Amboin,-4.616667,143.7,,Papua New Guinea
128668246,AMH,Arba Mintch,6.036111,37.576944,,Ethiopia
129052968,AMJ,Almenara,-16.183333,-40.683333,,Brazil
129057293,AMK,Durango Animas Airpark,37.15,-107.75,,United States
129054474,AML,Puerto Armuellas,8.266667,-82.866667,,Panama
95673636,AMM,Amman Queen Alia,31.7222741,35.9864199,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",Jordan
129055237,AMN,Alma,43.32198,-84.68778,,United States
129053017,AMO,Mao,14.116667,15.316667,,Chad
129052403,AMP,Ampanihy,-24.7,44.733333,,Madagascar
128668309,AMQ,Ambon,-3.71026,128.08914,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Indonesia
129055871,AMR,Arno,7.033333,171.233333,,Marshall Islands
95565044,AMS,Amsterdam Schiphol,52.308333,4.768056,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}",Netherlands
129054802,AMT,Amata,-26.766667,132.033333,,Australia
129057714,AMU,Amanab,-3.516667,141.15,,Papua New Guinea
128667420,AMV,Amderma,69.766667,61.55,,Russia
129053791,AMW,Ames,41.994167,-93.618333,,United States
129057402,AMX,Ammaroo,-21.74,135.24,,Australia
129052754,AMY,Ambatomainty,-17.683333,45.666667,,Madagascar
129052967,AMZ,Ardmore,-37.033333,174.966667,,New Zealand
142219412,ANA,Angama Mara,-1.271505,34.953816,,Kenya
129056438,ANB,Anniston County Arpt,33.590278,-85.855833,,United States
95673946,ANC,Anchorage International,61.169167,-149.985278,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}",United States
129054473,AND,Anderson,34.493611,-82.71,,United States
95673936,ANE,Angers,47.56254,-0.31268,,France
104120394,ANF,Antofagasta,-23.439444,-70.442778,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}",Chile
129056455,ANG,Angouleme,45.7299,0.216,,France
129055236,ANH,Anuha Island Resort,-8.983333,160.5,,Solomon Islands
128668247,ANI,Aniak,61.566667,-159.533333,,United States
129053016,ANJ,Zanaga,-2.85,13.833333,,Congo-Brazzaville
129056437,ANL,Andulo,-11.25,17.25,,Angola
128668183,ANM,Antalaha,-15.0,50.316667,,Madagascar
129052402,ANN,Annette Island,55.036944,-131.570556,,United States
129055870,ANO,Angoche,-16.177778,39.936944,,Mozambique
129054801,ANP,Annapolis,38.983333,-76.5,,United States
129057713,ANQ,Angola,41.63949,-85.08663,,United States
95565037,ANR,Antwerp Deurne,51.19,4.46,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}",Belgium
128668248,ANS,Andahuaylas,-13.716667,-73.355833,,Peru
129053790,ANT,St Anton,47.15,10.283333,,Austria
95674321,ANU,Saint John's,17.141111,-61.785556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}",Antigua and Barbuda
128667325,ANV,Anvik,62.647778,-160.188889,,United States
129057401,ANW,Ainsworth,42.57917,-99.99318,,United States
128668249,ANX,Andenes,69.293056,16.141667,,Norway
129054980,ANY,Anthony,37.159769,-98.077869,,United States
129052966,ANZ,Angus Downs,-25.083333,132.166667,,Australia
129054486,AOA,Aroa,-9.05,146.8,,Papua New Guinea
129057291,AOB,Annanberg,-4.916667,144.65,,Papua New Guinea
129054472,AOC,Altenburg,50.981817,12.506361,,Germany
129055235,AOD,Abou Deia,11.474722,19.288889,,Chad
95673737,AOE,Eskisehir,39.809722,30.519167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Turkey
129052904,AOG,Anshan,41.166667,123.033333,,China
129052401,AOH,Lima,40.708296,-84.026012,,United States
95674121,AOI,Ancona,43.616342,13.362319,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",Italy
128668250,AOJ,Aomori,40.733333,140.7,,Japan
128668468,AOK,Karpathos,35.416667,27.15,,Greece
129055869,AOL,Paso De Los Libres,-29.683333,-57.15,,Argentina
129054800,AON,Arona,-6.333333,146.0,,Papua New Guinea
95674392,AOO,Martinsburg,40.297222,-78.32,,United States
95673984,AOR,Alor Setar,6.191111,100.403889,,Malaysia
128668251,AOS,Amook,57.466667,-153.833333,,United States
129057712,AOT,Aosta,45.738611,7.3625,,Italy
129053789,AOU,Attopeu,14.8,106.833333,,Laos
129057400,APA,Denver Arapahoe Co,39.733333,-104.983333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}",United States
129052965,APB,Apolo,-14.716667,-68.516667,,Bolivia
129056436,APC,Napa,38.212222,-122.28,,United States
218449629,APD,Arung Palakka,-4.4601889078688846,120.30673857569538,,Indonesia
129057290,APE,San Juan Aposento,-11.933333,-69.083333,,Peru
129055889,APF,Naples,26.152778,-81.775278,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}",United States
129054471,APG,Aberdeen,39.5,-76.166667,,United States
129053014,API,Apiay,4.07696,-73.56558,,Colombia
222577106,APJ,Ali Pulan,30.399647221262,81.14032745762847,,China
128668308,APK,Apataki,-15.5736,-146.41499,,France
128667419,APL,Nampula,-15.101667,39.287222,,Mozambique
128668043,APN,Alpena,45.081667,-83.555833,,United States
128668252,APO,Apartado,7.81196,-76.71643,,Colombia
129056435,APP,Asapa,-8.983333,148.133333,,Papua New Guinea
129052400,APQ,Arapiraca,-9.75,-36.65,,Brazil
129055868,APR,April River,-4.67594027001514,142.54001054999995,,Papua New Guinea
129054799,APS,Anapolis,-16.333333,-48.966667,,Brazil
129057711,APT,Jasper,35.066667,-85.5,,United States
129053788,APU,Apucarana,-23.55,-51.483333,,Brazil
129057399,APV,Apple Valley,34.526389,-117.212778,,United States
104120266,APW,Apia Faleolo,-13.833333,-172.0,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}",Samoa
129052964,APX,Arapongas,-23.483333,-51.466667,,Brazil
129057289,APY,Alto Parnaiba,-9.133333,-45.933333,,Brazil
129054470,APZ,Zapala,-38.916667,-70.083333,,Argentina
129051953,AQA,Araraquara,-21.816667,-48.133333,,Brazil
129053013,AQB,Quiche,15.0125,-91.151389,,Guatemala
128668217,AQG,Anqing,30.516667,117.033333,,China
